# Mf af A2220 A2221 phi2220 phi2221 logL logPrior
6.480931051491856465e+01 6.474128109890150418e-01 9.407510202006010402e+00 1.116836483518880918e+01 8.181888304247535437e-01 3.761860912457141826e+00 1.978593681396544707e+04 0.000000000000000000e+00
6.460214083910814509e+01 5.572311878275509889e-01 9.323923229783288136e+00 1.151354806991235336e+01 1.385708843688960856e+00 4.648900173835403216e+00 1.978597111045656493e+04 0.000000000000000000e+00
6.667839114019349722e+01 6.523396396061980074e-01 9.425627618232093496e+00 1.086466048714041044e+01 1.040187124832755883e+00 4.260317817532406792e+00 1.978598925598563437e+04 0.000000000000000000e+00
6.120838585709307011e+01 5.429782357713281993e-01 9.145433895428739746e+00 1.003180453151314566e+01 9.898095080239078802e-01 4.032491044025375615e+00 1.978603241853044165e+04 0.000000000000000000e+00
6.310222902267706502e+01 5.745687168734877615e-01 1.015498168873498308e+01 1.232341807040074144e+01 1.072209408603102876e+00 4.302066866972110049e+00 1.978604370707054113e+04 0.000000000000000000e+00
6.657189324881103687e+01 6.994830976663274358e-01 8.311344207737185741e+00 8.602050969681476644e+00 8.400028147193034922e-01 3.890099136950754044e+00 1.978617481012297867e+04 0.000000000000000000e+00
6.903367310741411700e+01 6.779837975767510905e-01 8.981051394368984475e+00 1.071979401201420856e+01 1.337316699829277811e+00 4.603882192542621432e+00 1.978625576087604350e+04 0.000000000000000000e+00
6.566689466423972021e+01 6.246112633990893448e-01 9.781515612026684181e+00 1.097892488003683908e+01 1.073350508987778618e+00 4.186594505028000235e+00 1.978627710208240751e+04 0.000000000000000000e+00
6.952845475251172047e+01 6.939514910820053784e-01 8.398400587837395292e+00 8.934136316878275252e+00 1.173554076324802242e+00 4.431590699591239968e+00 1.978631888790453013e+04 0.000000000000000000e+00
6.785748121689607615e+01 6.956032885880525374e-01 8.855698405854603550e+00 8.869545453518110634e+00 9.939411309033703290e-01 4.028290842175617392e+00 1.978636809477349016e+04 0.000000000000000000e+00
6.719650405150551364e+01 6.753873037878340702e-01 9.272328537195813070e+00 1.064364561365895057e+01 1.122343081909398022e+00 4.276013634152263876e+00 1.978639075007968495e+04 0.000000000000000000e+00
6.604446683138540664e+01 6.144524964598332417e-01 9.246859527221424457e+00 1.098142550568990927e+01 1.300671437588024171e+00 4.503991984036027851e+00 1.978642389111745433e+04 0.000000000000000000e+00
6.283916756819604643e+01 6.039209315554410207e-01 9.487742828832065101e+00 1.073128669585599226e+01 8.314639179826605053e-01 3.863759199004451972e+00 1.978644591949240203e+04 0.000000000000000000e+00
6.355997651987514985e+01 5.855647622028881116e-01 9.600334880405391402e+00 1.033058026667388241e+01 1.132584441715258183e+00 4.299129581142795864e+00 1.978646137216430725e+04 0.000000000000000000e+00
6.507678773973722741e+01 6.403466676492516330e-01 9.947342299800332910e+00 1.170985733480982738e+01 9.690517140854735256e-01 4.123701441350540620e+00 1.978650953627827766e+04 0.000000000000000000e+00
6.845524553681381974e+01 6.640737958761439019e-01 8.690714140499435914e+00 9.919766359891594831e+00 1.313412706173213484e+00 4.589918740796057328e+00 1.978662865450367826e+04 0.000000000000000000e+00
6.353386369452763915e+01 6.084209367878252728e-01 9.140723107796050684e+00 1.049773762094364216e+01 9.358871826249628434e-01 4.015987561246591397e+00 1.978668055564918541e+04 0.000000000000000000e+00
6.524749223465393300e+01 6.374795055637174634e-01 8.867769134041441959e+00 9.375959474510203506e+00 1.022855732579876831e+00 4.045919110034093436e+00 1.978669456513847399e+04 0.000000000000000000e+00
7.009881912865157005e+01 7.247324687959341150e-01 8.307067575263248571e+00 8.719076221673013549e+00 1.102393780109056420e+00 4.270524836389001599e+00 1.978697876742374501e+04 0.000000000000000000e+00
