# Mf af A2220 phi2220 logL logPrior
8.723752844560610242e+01 3.420762339937454266e-01 6.429074683915704469e+00 6.036060120776673976e+00 9.089439857158056111e+04 0.000000000000000000e+00
5.314706423720293316e+01 8.187620777015803819e-01 6.462860810034128711e+00 3.626080291104255560e-01 9.090490511200240871e+04 0.000000000000000000e+00
6.005603210584581575e+01 5.490747846026717838e-01 4.220835100615775382e+00 2.830906286440160180e+00 9.091175300721488020e+04 0.000000000000000000e+00
7.796753006853364809e+01 6.087947087925886791e-01 2.542377091596053518e+00 3.107415878584181002e+00 9.092110341933871678e+04 0.000000000000000000e+00
6.361601643938287509e+01 6.093760895069683103e-01 3.698415162789370658e+00 5.255277568593304416e+00 9.092237471553347132e+04 0.000000000000000000e+00
5.465776919076590445e+01 9.005568203491609580e-01 5.068777388202345691e+00 4.779496251219133574e-01 9.092699703116006276e+04 0.000000000000000000e+00
7.071033264380849914e+01 6.565604915601848113e-01 2.533687628704595518e+00 3.250119627852175785e+00 9.092784082471895090e+04 0.000000000000000000e+00
6.102684438472437733e+01 2.790984201163710932e-01 5.546848778248617329e+00 2.242410774734310497e+00 9.093242858147564402e+04 0.000000000000000000e+00
8.664573732871767220e+01 4.668951844139713203e-01 5.773587835587653316e+00 5.808463085772002543e+00 9.095145621707255486e+04 0.000000000000000000e+00
9.442068607677884984e+01 9.203058600111496679e-01 6.379225670911372603e+00 2.169376064490586842e+00 9.096248192513427057e+04 0.000000000000000000e+00
5.243707175145872412e+01 6.193221994642260642e-01 2.545301645345957375e+00 4.888179797864837361e+00 9.096824311077072343e+04 0.000000000000000000e+00
8.074636837529830302e+01 5.103809721037790847e-01 4.876077436250797703e+00 5.505739499721130414e+00 9.096845782483731455e+04 0.000000000000000000e+00
7.904707055902440516e+01 8.835339019049850418e-01 1.928788517407855618e+00 4.195658444683521893e+00 9.097119821687284275e+04 0.000000000000000000e+00
9.585183437878757218e+01 8.400444422767923136e-01 2.269673999532814346e+00 4.287316108988548535e+00 9.097551322937328951e+04 0.000000000000000000e+00
6.454086741932374593e+01 2.117827301521140182e-01 3.269882756284371972e+00 2.436680073422874404e+00 9.097675967421232781e+04 0.000000000000000000e+00
5.415217586385726634e+01 8.413383424050404624e-01 3.777042081029160947e+00 4.245371170421330831e+00 9.098502687048017106e+04 0.000000000000000000e+00
9.343265694020008993e+01 2.934263201036063640e-01 1.912489176515159484e+00 2.798161077929678164e+00 9.098699016300252697e+04 0.000000000000000000e+00
6.437746746255957930e+01 3.479700968369061065e-01 1.783412979905279361e+00 3.793632063657255582e+00 9.099282873821574321e+04 0.000000000000000000e+00
9.684825849057605751e+01 3.099382700110801525e-01 1.819209948684728850e+00 2.205250902526525891e+00 9.099311887903830211e+04 0.000000000000000000e+00
9.729808704311409429e+01 3.863698432182206544e-01 2.058026182500855672e+00 2.002238472224284749e+00 9.099847020158583473e+04 0.000000000000000000e+00
5.372213686771347341e+01 4.126720516466011457e-01 4.930232461858395254e+00 2.684002646136759207e+00 9.100845746280615276e+04 0.000000000000000000e+00
6.078035258403840402e+01 5.824401391729654431e-01 5.061594962853418700e+00 2.595279868447600613e+00 9.101271461666295363e+04 0.000000000000000000e+00
7.896782445462062583e+01 4.207256862307797718e-01 1.889513047072992613e+00 3.273907612726288274e+00 9.101548302885833255e+04 0.000000000000000000e+00
7.476444214277178446e+01 5.542367593058283859e-01 2.427571324479949944e+00 2.859743431470342934e+00 9.102152676667495689e+04 0.000000000000000000e+00
6.581938859816732190e+01 8.823866930586352630e-01 2.991617627758400122e+00 5.037815770728256481e+00 9.102709760239197931e+04 0.000000000000000000e+00
9.390688234674551893e+01 3.796560510300721614e-01 2.493969728948369102e+00 4.074164200597566676e+00 9.102750377801099967e+04 0.000000000000000000e+00
6.456066722704028393e+01 3.539838963457311860e-01 4.228884682846953957e+00 5.478020344650808227e+00 9.103251910657937697e+04 0.000000000000000000e+00
